Index,Site ID,Site Name,Country,Architecture Type,Construction Period,Civilization,UNESCO Criteria,Major Stone,Secondary Stone,Local Stone Name,Lithology,Geological Age,Formation,Colour,Texture,Minerals,Quarry,Quarry Country,Local vs Imported,Transport Distance,Structural Use,Decorative Use,Masonry Technique,Weathering,Replacement Stone,Restoration,Condition,GHSR,Heritage Stone Candidate,Geoheritage Value,UNESCO Mention,Wikipedia Mention,Research Papers,Confidence Score
641,208,Cultural Landscape and Archaeological Remains of the Bamiyan Valley,Afghanistan,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
642,217,Ancient City of Nessebar,Bulgaria,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1208,Bam and its Cultural Landscape,Iran (Islamic Republic of),,,,(ii)(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1101,Champaner-Pavagadh Archaeological Park,India,,,,(iii)(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
645,709,Upper Svaneti,Georgia,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
646,206,Central Zone of the Town of Angra do Heroismo in the Azores,Portugal,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
647,1225,Ruins of Loropéni,Burkina Faso,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
648,582,Old Rauma,Finland,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
649,812,Ancient City of Ping Yao,China,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1529,Taputapuātea,France,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1538,"Ivrea, industrial city of the 20th century",Italy,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1412,Red Bay Basque Whaling Station,Canada,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
653,556,Engelsberg Ironworks,Sweden,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
654,959,Historic Quarter of the Seaport City of Valparaíso,Chile,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
655,738,Jongmyo Shrine,Republic of Korea,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
656,737,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",Republic of Korea,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
657,734,Historic Villages of Shirakawa-go and Gokayama,Japan,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1623,Padua’s fourteenth-century fresco cycles,Italy,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
659,775,Hiroshima Peace Memorial (Genbaku Dome),Japan,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
660,83,Palace and Park of Versailles,France,,,,(i)(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
661,913,Shrines and Temples of Nikko,Japan,,,,(i)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1440,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,Mongolia,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
663,269,Benedictine Convent of St John at Müstair,Switzerland,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
664,555,Birka and Hovgården,Sweden,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
665,922,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",India,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1713,Royal Court of Tiébélé,Burkina Faso,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
667,34,"Forts and Castles, Volta, Greater Accra, Central and Western Regions",Ghana,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
668,1127,Muskauer Park / Park Mużakowski,"Germany,Poland",,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
669,751,Verla Groundwood and Board Mill,Finland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1040,Masada,Israel,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
671,44,Thracian Tomb of Kazanlak,Bulgaria,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1118,Osun-Osogbo Sacred Grove,Nigeria,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
673,938,Sukur Cultural Landscape,Nigeria,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
674,546,Maulbronn Monastery Complex,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1351,Camino Real de Tierra Adentro,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
676,1274,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
677,198,Cahokia Mounds State Historic Site,United States of America,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1709,Murujuga Cultural Landscape,Australia,,,,(i)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1401,"Rabat, Modern Capital and Historic City: a Shared Heritage",Morocco,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1370,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Israel,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
681,358,Great Mosque and Hospital of Divriği,Türkiye,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
682,803,Las Médulas,Spain,,,,(i)(ii)(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
683,381,Old City of Salamanca,Spain,,,,(i)(ii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
684,853,Early Christian Necropolis of Pécs (Sopianae),Hungary,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
685,183,Archaeological Site of Leptis Magna,Libya,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1333,Konso Cultural Landscape,Ethiopia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1700,"Landmarks of the Ancient Kingdom of Saba, Marib",Yemen,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1423,Cultural Landscape of Maymand,Iran (Islamic Republic of),,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
689,242,Ajanta Caves,India,,,,(i)(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
690,295,Byblos,Lebanon,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1671,The Cosmological Axis of Yogyakarta and its Historic Landmarks,Indonesia,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
692,565,Kasbah of Algiers,Algeria,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1371,Cultural Landscape of the Serra de Tramuntana,Spain,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
694,824,"Botanical Garden (Orto Botanico), Padua",Italy,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1250,Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),Mexico,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
696,243,Ellora Caves,India,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1718,Frontiers of the Roman Empire – Dacia,Romania,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1650,The Porticoes of Bologna,Italy,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
699,4,L’Anse aux Meadows National Historic Site,Canada,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1618,"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",Spain,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
701,266,La Fortaleza and San Juan National Historic Site in Puerto Rico,United States of America,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1689,Hopewell Ceremonial Earthworks,United States of America,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1329,At-Turaif District in ad-Dir'iyah,Saudi Arabia,,,,(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
704,624,Town of Bamberg,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1068,<I>Sacri Monti</I> of Piedmont and Lombardy,Italy,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1631,Frontiers of the Roman Empire – The Lower German Limes,"Germany,Netherlands (Kingdom of the)",,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1678,Astronomical Observatories of Kazan Federal University,Russian Federation,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
708,561,Rangiri Dambulla Cave Temple,Sri Lanka,,,,(i)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1523,Churches of the Pskov School of Architecture,Russian Federation,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
710,175,Medici Villas and Gardens in Tuscany,Italy,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1466,San Antonio Missions,United States of America,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
712,702,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1435,Monumental Earthworks of Poverty Point,United States of America,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1344,Major Mining Sites of Wallonia,Belgium,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
715,353,Chaco Culture,United States of America,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
716,715,Rapa Nui National Park,Chile,,,,(i)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1276,Rhaetian Railway in the Albula / Bernina Landscapes,"Italy,Switzerland",,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1328,Central Sector of the Imperial Citadel of Thang Long - Hanoi,Viet Nam,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1345,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Iran (Islamic Republic of),,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
720,722,Rice Terraces of the Philippine Cordilleras,Philippines,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1229,Crac des Chevaliers and Qal’at Salah El-Din,Syrian Arab Republic,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
722,905,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Poland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1537,Ancient City of Qalhat,Oman,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1449,Tomioka Silk Mill and Related Sites,Japan,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
725,1058,Portuguese City of Mazagan (El Jadida),Morocco,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1239,Berlin Modernism Housing Estates,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1223,"Melaka and George Town, Historic Cities of the Straits of Malacca",Malaysia,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
728,268,Abbey of St Gall,Switzerland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1160,Madriu-Perafita-Claror Valley,Andorra,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1389,Site of Xanadu,China,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
731,739,Schokland and Surroundings,Netherlands (Kingdom of the),,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1338,"The Jantar Mantar, Jaipur",India,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1426,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",France,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
734,675,Joya de Cerén Archaeological Site,El Salvador,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1610,Ombilin Coal Mining Heritage of Sawahlunto,Indonesia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1346,Tabriz Historic Bazaar Complex,Iran (Islamic Republic of),,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
737,831,Archaeological Area of Agrigento,Italy,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1506,The Persian Qanat,Iran (Islamic Republic of),,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1141,Proto-urban Site of Sarazm,Tajikistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1726,"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1705,Schwerin Residence Ensemble,Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1561,Quanzhou: Emporium of the World in Song-Yuan China,China,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1253,"Gamzigrad-Romuliana, Palace of Galerius",Serbia,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
744,1483,Singapore Botanic Gardens,Singapore,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
745,293,Anjar,Lebanon,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
746,1496,The 20th-Century Architecture of Frank Lloyd Wright,United States of America,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1588,Bagan,Myanmar,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
748,772,Fertö / Neusiedlersee Cultural Landscape,"Austria,Hungary",,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
749,783,Luther Memorials in Eisleben and Wittenberg,Germany,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
750,620,"Levoča, Spišský Hrad and the Associated Cultural Monuments",Slovakia,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1240,Stari Grad Plain,Croatia,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1694,Wooden Hypostyle Mosques of Medieval Anatolia,Türkiye,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1511,"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo",Angola,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1201,Mount Mulanje Cultural Landscape,Malawi,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
755,1683,Eisinga Planetarium in Franeker,Netherlands (Kingdom of the),,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
756,930,Palmeral of Elche,Spain,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
757,534,Garden Kingdom of Dessau-Wörlitz,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
758,1714,Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,China,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
759,188,M'Zab Valley,Algeria,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1712,The Cultural Landscape of Al-Faw Archaeological Area,Saudi Arabia,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
761,1418,"Fujisan, sacred place and source of artistic inspiration",Japan,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1319,Royal Tombs of the Joseon Dynasty,Republic of Korea,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1533,Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,"Croatia,Italy,Montenegro",,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
764,559,Royal Domain of Drottningholm,Sweden,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
765,422,The English Lake District,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
766,1221,Rideau Canal,Canada,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
767,267,Old City of Berne,Switzerland,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
768,440,Mogao Caves,China,,,,(i)(ii)(iii)(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
769,763,Lednice-Valtice Cultural Landscape,Czechia,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
770,994,Curonian Spit,"Lithuania,Russian Federation",,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
771,632,Cultural and Historic Ensemble of the Solovetsky Islands,Russian Federation,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
772,1748,Cambodian Memorial Sites: From centres of repression to places of peace and reflection,Cambodia,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1287,Mantua and Sabbioneta,Italy,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1553,Archaeological Border complex of Hedeby and the Danevirke,Germany,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
775,868,Routes of Santiago de Compostela in France,France,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1695,Zagori Cultural Landscape,Greece,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1028,Saltaire,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
778,1602,Ancient Ferrous Metallurgy Sites of Burkina Faso,Burkina Faso,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
779,1024,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Italy,,,,(i)(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1437,Erbil Citadel,Iraq,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
781,1279,Mount Wutai,China,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1586,"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",Rwanda,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
783,564,Old City of Zamość,Poland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
784,1187,Struve Geodetic Arc,"Belarus,Estonia,Finland,Latvia,Lithuania,Norway,Republic of Moldova,Russian Federation,Sweden,Ukraine",,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
785,163,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",France,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1003,Longmen Grottoes,China,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1614,Mathildenhöhe Darmstadt,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
788,359,Thracian Tomb of Sveshtari,Bulgaria,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
789,929,San Cristóbal de La Laguna,Spain,,,,(ii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1183,Kondoa Rock-Art Sites,United Republic of Tanzania,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
791,102,Al Qal'a of Beni Hammad,Algeria,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
792,306,Matobo Hills,Zimbabwe,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
793,1577,Budj Bim Cultural Landscape,Australia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1152,Þingvellir National Park,Iceland,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1021,Tsodilo,Botswana,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1207,<i>Aflaj</i> Irrigation Systems of Oman,Oman,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
797,897,Wartburg Castle,Germany,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1310,"Cidade Velha, Historic Centre of Ribeira Grande",Cabo Verde,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
799,85,Prehistoric Sites and Decorated Caves of the Vézère Valley,France,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1318,Longobards in Italy. Places of the Power (568-774 A.D.),Italy,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1425,"The Climats, terroirs of Burgundy",France,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
802,1740,Petroglyphs along the Bangucheon Stream,Republic of Korea,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
803,1117,Landscape of the Pico Island Vineyard Culture,Portugal,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1113,Fujian <em>Tulou</em>,China,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1721,Umm Al-Jimāl,Jordan,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
806,138,Archaeological Ruins at Moenjodaro,Pakistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
