Index,Site ID,Site Name,Country,Architecture Type,Construction Period,Civilization,UNESCO Criteria,Major Stone,Secondary Stone,Local Stone Name,Lithology,Geological Age,Formation,Colour,Texture,Minerals,Quarry,Quarry Country,Local vs Imported,Transport Distance,Structural Use,Decorative Use,Masonry Technique,Weathering,Replacement Stone,Restoration,Condition,GHSR,Heritage Stone Candidate,Geoheritage Value,UNESCO Mention,Wikipedia Mention,Research Papers,Confidence Score
807,1010,Land of Frankincense,Oman,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
808,1413,Bergpark Wilhelmshöhe,Germany,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1587,Megalithic Jar Sites in Xiengkhuang – Plain of Jars,Lao People's Democratic Republic,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1143,Vegaøyan – The Vega Archipelago,Norway,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1236,León Cathedral,Nicaragua,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
812,476,Chongoni Rock-Art Area,Malawi,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
813,606,Serra da Capivara National Park,Brazil,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
814,840,Viñales Valley,Cuba,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
815,79,Paphos,Cyprus,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1536,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Denmark,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
817,1704,Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),Mexico,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
818,714,Rock Paintings of the Sierra de San Francisco,Mexico,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1107,Incense Route - Desert Cities in the Negev,Israel,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
820,1360,Nord-Pas de Calais Mining Basin,France,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
821,1558,Žatec and the Landscape of Saaz Hops,Czechia,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1272,São Francisco Square in the Town of São Cristóvão,Brazil,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1100,Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,Brazil,,,,(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1723,The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,South Africa,,,,(iii)(i)(v)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1580,Water Management System of Augsburg,Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
826,1676,"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",South Africa,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1527,Caves and Ice Age Art in the Swabian Jura,Germany,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
828,622,Vlkolínec,Slovakia,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1359,Saloum Delta,Senegal,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
830,915,Fossil Hominid Sites of South Africa,South Africa,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
831,216,Rila Monastery,Bulgaria,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1063,Tokaj Wine Region Historic Cultural Landscape,Hungary,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1313,Heritage of Mercury. Almadén and Idrija,"Slovenia,Spain",,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1277,"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",Japan,,,,(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1647,Cultural Landscape of Hawraman/Uramanat,Iran (Islamic Republic of),,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1315,Shushtar Historical Hydraulic System,Iran (Islamic Republic of),,,,(i)(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
837,193,Tipasa,Algeria,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
838,1030,Derwent Valley Mills,United Kingdom of Great Britain and Northern Ireland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1262,Armenian Monastic Ensembles of Iran,Iran (Islamic Republic of),,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
840,23,Site of Palmyra,Syrian Arab Republic,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1246,Iwami Ginzan Silver Mine and its Cultural Landscape,Japan,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
842,943,Belfries of Belgium and France,"Belgium,France",,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
843,614,City of Safranbolu,Türkiye,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
844,875,Archaeological Ensemble of Tarraco,Spain,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1477,Baekje Historic Areas,Republic of Korea,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1001,Mount Qingcheng and the Dujiangyan Irrigation System,China,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
847,972,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,Japan,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1153,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",France,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
849,975,Zollverein Coal Mine Industrial Complex in Essen,Germany,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
850,855,Flemish Béguinages,Belgium,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
851,896,"Museumsinsel (Museum Island), Berlin",Germany,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
852,669,Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,Spain,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1397,Masjed-e Jāmé of Isfahan,Iran (Islamic Republic of),,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1209,Agave Landscape and Ancient Industrial Facilities of Tequila,Mexico,,,,(ii)(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
855,806,Hallstatt-Dachstein / Salzkammergut Cultural Landscape,Austria,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1668,The Persian Caravanserai,Iran (Islamic Republic of),,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
857,1464,Fray Bentos Industrial Landscape,Uruguay,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1467,Speicherstadt and Kontorhaus District with Chilehaus,Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
859,377,Hattusha: the Hittite Capital,Türkiye,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
860,946,Old Bridge Area of the Old City of Mostar,Bosnia and Herzegovina,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
861,1396,Archaeological Heritage of the Lenggong Valley,Malaysia,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
862,17,Lower Valley of the Omo,Ethiopia,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
863,1339,Bikini Atoll Nuclear Test Site,Marshall Islands,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
864,1548,Valongo Wharf Archaeological Site,Brazil,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
865,1393,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,Israel,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1227,Aapravasi Ghat,Mauritius,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
867,1306,Australian Convict Sites,Australia,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
868,1613,The Great Spa Towns of Europe,"Austria,Belgium,Czechia,France,Germany,Italy,United Kingdom of Great Britain and Northern Ireland",,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1731,Sardis and the Lydian Tumuli of Bin Tepe,Türkiye,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1137,Kernavė Archaeological Site (Cultural Reserve of Kernavė),Lithuania,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
871,1578,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Spain,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
872,761,Kunta Kinteh Island and Related Sites,Gambia,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
873,912,Dazu Rock Carvings,China,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1194,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,Indonesia,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
875,1564,Tr’ondëk-Klondike,Canada,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1498,"Seowon, Korean Neo-Confucian Academies",Republic of Korea,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
877,730,Crespi d'Adda,Italy,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
878,887,Kuk Early Agricultural Site,Papua New Guinea,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
879,1634,Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,Chile,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
880,1364,"Pearling, Testimony of an Island Economy",Bahrain,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
881,299,Tyre,Lebanon,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
882,1224,Temple of Preah Vihear,Cambodia,,,,(i),,,,,,,,,,,,,,,,,,,,,,,,,,,
883,1708,Via Appia. <em>Regina Viarum</em>,Italy,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
884,231,Red Fort Complex,India,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1535,Sacred Island of Okinoshima and Associated Sites in the Munakata Region,Japan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
886,1641,The Gedeo Cultural Landscape,Ethiopia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
887,1632,Jomon Prehistoric Sites in Northern Japan,Japan,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
888,10,Lower Valley of the Awash,Ethiopia,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1145,Petroglyphs of the Archaeological Landscape of Tanbaly,Kazakhstan,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1471,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Israel,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
891,94,Rock Drawings in Valcamonica,Italy,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
892,166,Sydney Opera House,Australia,,,,(i),,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1486,Rjukan-Notodden Industrial Heritage Site,Norway,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1121,Coffee Cultural Landscape of Colombia,Colombia,,,,(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
895,1745,Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,Cameroon,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1687,Ancient Jericho/Tell es-Sultan,State of Palestine,,,,(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
897,449,Peking Man Site at Zhoukoudian,China,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
898,1492,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",State of Palestine,,,,(i)(v)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
899,1688,Cultural Landscape of Kenozero Lake,Russian Federation,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
900,201,Ancient City of Polonnaruwa,Sri Lanka,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
901,1474,Tusi Sites,China,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1563,"Al-Ahsa Oasis, an Evolving Cultural Landscape",Saudi Arabia,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
903,916,Robben Island,South Africa,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1666,Gaya Tumuli,Republic of Korea,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
905,448,Nemrut Dağ,Türkiye,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1620,Sítio Roberto Burle Marx,Brazil,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
908,666,"Lumbini, the Birthplace of the Lord Buddha",Nepal,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1663,National Archaeological Park Tak’alik Ab’aj,Guatemala,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1656,Jewish-Medieval Heritage of Erfurt,Germany,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1112,Kaiping Diaolou and Villages,China,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1256,"Bordeaux, Port of the Moon",France,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1242,Parthian Fortresses of Nisa,Turkmenistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
914,1222,Bisotun,Iran (Islamic Republic of),,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1681,"ESMA Museum and Site of Memory – Former Clandestine Centre of Detention, Torture and Extermination",Argentina,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1619,Ḥimā Cultural Area,Saudi Arabia,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
917,1230,Sulaiman-Too Sacred Mountain,Kyrgyzstan,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1352,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Mexico,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1736,Xixia Imperial Tombs,China,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1044,Aranjuez Cultural Landscape,Spain,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
921,36,Medina of Tunis,Tunisia,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1312,Tower of Hercules,Spain,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1744,Prehistoric Sites of the Khorramabad Valley,Iran (Islamic Republic of),,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
924,26,Island of Gorée,Senegal,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
925,593,Sangiran Early Man Site,Indonesia,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
926,43,Madara Rider,Bulgaria,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
927,874,Rock Art of the Mediterranean Basin on the Iberian Peninsula,Spain,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
928,846,Classical Weimar,Germany,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1571,Le Colline del Prosecco di Conegliano e Valdobbiadene,Italy,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
930,157,S<U>G</U>ang Gwaay,Canada,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
931,989,Archaeological Site of Atapuerca,Spain,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1404,Landscape of Grand Pré,Canada,,,,(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
933,968,Agricultural Landscape of Southern Öland,Sweden,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
934,352,Rock Art of Alta,Norway,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
935,158,Head-Smashed-In Buffalo Jump,Canada,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1446,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),Jordan,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
937,700,Lines and Geoglyphs of Nasca and Palpa,Peru,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1231,Sacred Mijikenda Kaya Forests,Kenya,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1293,Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),Saudi Arabia,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1382,Petroglyphic Complexes of the Mongolian Altai,Mongolia,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
941,1636,"ShUM Sites of Speyer, Worms and Mainz",Germany,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1472,Rock Art in the Hail Region of Saudi Arabia,Saudi Arabia,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
943,200,Sacred City of Anuradhapura,Sri Lanka,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1508,Zuojiang Huashan Rock Art Cultural Landscape,China,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
945,1220,Bahá’i Holy Places in Haifa and the Western Galilee,Israel,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
946,1334,West Lake Cultural Landscape of Hangzhou,China,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1390,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,Italy,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
948,866,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,"Portugal,Spain",,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
949,202,Ancient City of Sigiriya,Sri Lanka,,,,(ii)(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1280,Chief Roi Mata’s Domain,Vanuatu,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1255,Twyfelfontein or /Ui-//aes,Namibia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1557,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,Denmark,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1562,"Sansa, Buddhist Mountain Monasteries in Korea",Republic of Korea,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1199,Kunya-Urgench,Turkmenistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
955,484,Xanthos-Letoon,Türkiye,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1014,The Archaeological Heritage of Niah National Park’s Caves Complex,Malaysia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
957,1265,Richtersveld Cultural and Botanical Landscape,South Africa,,,,(i)(v)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1627,Cultural Heritage Sites of Ancient Khuttal,Tajikistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1500,Gorham's Cave Complex,United Kingdom of Great Britain and Northern Ireland,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1696,Cultural Landscape of Khinalig People and “Köç Yolu” Transhumance Route,Azerbaijan,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1243,"Lavaux, Vineyard Terraces",Switzerland,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1495,Hidden Christian Sites in the Nagasaki Region,Japan,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1597,Writing-on-Stone / Áísínai’pi,Canada,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
964,1407,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",Senegal,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1545,ǂKhomani Cultural Landscape,South Africa,,,,(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
966,1259,Le Morne Cultural Landscape,Mauritius,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
967,1669,Gordion,Türkiye,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
968,1735,Faya Palaeolandscape,United Arab Emirates,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1654,Petroglyphs of Lake Onega and the White Sea,Russian Federation,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1665,Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,China,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1732,"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes",Viet Nam,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
972,1076,Gobustan Rock Art Cultural Landscape,Azerbaijan,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
